Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
343,Trey Lyles,26,SAC,24,20,22.8,3.6,7.4,0.489,1.0,2.6,0.365,2.7,4.8,0.557,0.553,2.4,2.8,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,1,19.900000000000002,0.5326633165829145,0.28140703517587934,0.06532663316582914,0.015075376884422108,0.015075376884422108,0.04020100502512563,0.05025125628140703
344,Théo Maledon,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2.0,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,2,14.899999999999999,0.476510067114094,0.17449664429530204,0.14765100671140943,0.04026845637583893,0.01342281879194631,0.08724832214765102,0.0604026845637584
345,Sandro Mamukelashvili,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,1,7.6000000000000005,0.49999999999999994,0.2631578947368421,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.06578947368421052
346,Terance Mann,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,1,21.5,0.5023255813953489,0.24186046511627907,0.12093023255813953,0.03255813953488372,0.013953488372093023,0.046511627906976744,0.04186046511627907
347,Tre Mann,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,2,18.6,0.5591397849462365,0.15591397849462363,0.08064516129032258,0.04301075268817204,0.01075268817204301,0.06451612903225806,0.08602150537634408
348,Boban Marjanovi?,33,DAL,23,0,5.6,1.8,3.0,0.6,0.0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1.0,0.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3,0,6.8999999999999995,0.6231884057971014,0.2463768115942029,0.014492753623188408,0.0,0.014492753623188408,0.10144927536231885,0.0
349,Lauri Markkanen,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,1,26.099999999999998,0.5670498084291189,0.21839080459770116,0.04980842911877395,0.02681992337164751,0.019157088122605366,0.03448275862068966,0.08429118773946362
350,Naji Marshall,24,NOP,55,4,13.4,2.0,4.9,0.405,0.4,1.9,0.2,1.6,3.0,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,1,11.3,0.504424778761062,0.23008849557522124,0.09734513274336283,0.053097345132743355,0.008849557522123894,0.07079646017699115,0.035398230088495575
351,Caleb Martin,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,1,17.6,0.5227272727272726,0.21590909090909088,0.0625,0.056818181818181816,0.028409090909090908,0.05113636363636363,0.0625
352,Cody Martin,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,1,17.699999999999996,0.4350282485875707,0.2259887005649718,0.14124293785310738,0.06779661016949154,0.028248587570621476,0.050847457627118654,0.050847457627118654
353,Kelan Martin,26,TOT,30,1,15.0,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,1,10.1,0.5643564356435644,0.17821782178217824,0.0693069306930693,0.039603960396039604,0.0297029702970297,0.04950495049504951,0.0693069306930693
353,Kelan Martin,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3,1,11.200000000000003,0.5624999999999999,0.17857142857142852,0.07142857142857141,0.04464285714285713,0.026785714285714277,0.04464285714285713,0.07142857142857141
353,Kelan Martin,26,BOS,3,0,2.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
354,Kenyon Martin Jr.,21,HOU,79,2,21.0,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1.0,1.6,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,1,16.400000000000002,0.5365853658536585,0.2317073170731707,0.07926829268292682,0.024390243902439022,0.030487804878048776,0.048780487804878044,0.048780487804878044
355,Garrison Mathews,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,2,17.900000000000002,0.5586592178770949,0.1620111731843575,0.055865921787709494,0.05027932960893854,0.022346368715083796,0.03351955307262569,0.11731843575418993
356,Dakota Mathias,26,MEM,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,2,2.0,0.5,0.15,0.1,0.1,0.0,0.0,0.15
357,Wesley Matthews,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,2,9.899999999999999,0.5151515151515151,0.19191919191919193,0.07070707070707072,0.05050505050505051,0.020202020202020207,0.040404040404040414,0.11111111111111113
358,Tyrese Maxey,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,2,29.099999999999998,0.6013745704467355,0.10996563573883163,0.14776632302405499,0.024054982817869417,0.013745704467353953,0.041237113402061855,0.06185567010309279
359,Skylar Mays,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,2,5.3999999999999995,0.5370370370370371,0.16666666666666669,0.11111111111111112,0.05555555555555556,0.0,0.07407407407407408,0.05555555555555556
360,Miles McBride,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,2,5.200000000000001,0.423076923076923,0.2115384615384615,0.19230769230769226,0.07692307692307691,0.0,0.01923076923076923,0.07692307692307691
361,Mac McClung,23,TOT,2,0,12.5,1.5,3.0,0.5,0.5,1.5,0.333,1.0,1.5,0.667,0.583,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,2,9.0,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555
361,Mac McClung,23,CHI,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
361,Mac McClung,23,LAL,1,0,22.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,2,15.0,0.4,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667
362,CJ McCollum,30,TOT,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,2,37.9,0.58311345646438,0.11345646437994723,0.13456464379947228,0.02902374670184697,0.010554089709762534,0.052770448548812667,0.07651715039577836
362,CJ McCollum,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,2,35.900000000000006,0.5710306406685236,0.11977715877437324,0.12534818941504175,0.027855153203342614,0.01671309192200557,0.05292479108635097,0.0863509749303621
362,CJ McCollum,30,NOP,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,2,40.800000000000004,0.5955882352941176,0.1102941176470588,0.14215686274509803,0.031862745098039214,0.0,0.053921568627450976,0.0661764705882353
363,T.J. McConnell,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,2,19.700000000000003,0.4314720812182741,0.16751269035532992,0.24873096446700504,0.055837563451776644,0.02030456852791878,0.055837563451776644,0.02030456852791878
364,Jaden McDaniels,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,1,18.2,0.5054945054945055,0.23076923076923078,0.06043956043956045,0.038461538461538464,0.04395604395604396,0.06043956043956045,0.06043956043956045
365,Jalen McDaniels,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,1,12.7,0.4881889763779528,0.2440944881889764,0.08661417322834647,0.03937007874015748,0.03149606299212599,0.05511811023622047,0.05511811023622047
366,Doug McDermott,30,SAS,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,1,18.200000000000003,0.6208791208791208,0.12637362637362634,0.07142857142857142,0.01648351648351648,0.005494505494505494,0.04395604395604395,0.11538461538461538
367,JaVale McGee,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,0,19.200000000000003,0.4791666666666666,0.3489583333333333,0.031249999999999993,0.015624999999999997,0.057291666666666664,0.06770833333333333,0.0
368,Cameron McGriff,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,1,11.7,0.4017094017094017,0.4273504273504274,0.08547008547008547,0.0,0.02564102564102564,0.0,0.05982905982905983
369,Rodney McGruder,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,2,10.6,0.5094339622641509,0.2075471698113208,0.0849056603773585,0.03773584905660378,0.009433962264150945,0.04716981132075472,0.1037735849056604
370,Alfonzo McKinnie,29,CHI,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,1,6.9,0.5072463768115941,0.27536231884057966,0.043478260869565216,0.014492753623188406,0.028985507246376812,0.057971014492753624,0.07246376811594203
371,JaQuori McLaughlin,24,DAL,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
372,Jordan McLaughlin,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,2,10.299999999999999,0.36893203883495146,0.14563106796116507,0.28155339805825247,0.08737864077669905,0.01941747572815534,0.05825242718446602,0.03883495145631068
373,Ben McLemore,28,POR,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,2,16.799999999999997,0.6071428571428572,0.09523809523809526,0.05357142857142858,0.03571428571428572,0.011904761904761908,0.05357142857142858,0.14285714285714288
374,De'Anthony Melton,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,2,23.299999999999997,0.4635193133047211,0.19313304721030045,0.11587982832618028,0.06008583690987125,0.021459227467811162,0.06437768240343349,0.08154506437768241
375,Sam Merrill,25,MEM,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,2,7.6000000000000005,0.5526315789473684,0.15789473684210525,0.09210526315789472,0.0,0.0,0.039473684210526314,0.15789473684210525
376,Chimezie Metu,24,SAC,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,0,18.9,0.47089947089947093,0.2962962962962963,0.052910052910052914,0.04761904761904762,0.026455026455026457,0.052910052910052914,0.052910052910052914
377,Khris Middleton,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,1,37.8,0.5317460317460319,0.14285714285714288,0.14285714285714288,0.031746031746031744,0.007936507936507936,0.07671957671957673,0.06613756613756615
379,Patty Mills,33,BRK,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,2,20.1,0.5671641791044776,0.09452736318407959,0.11442786069651739,0.029850746268656712,0.009950248756218905,0.04477611940298507,0.13930348258706465
380,Paul Millsap,36,TOT,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,1,9.4,0.3723404255319149,0.3723404255319149,0.09574468085106383,0.031914893617021274,0.0425531914893617,0.06382978723404255,0.02127659574468085
380,Paul Millsap,36,BRK,24,0,11.3,1.3,3.5,0.376,0.3,1.1,0.222,1.1,2.4,0.448,0.412,0.5,0.7,0.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,1,9.6,0.3541666666666667,0.3854166666666667,0.10416666666666667,0.020833333333333336,0.052083333333333336,0.052083333333333336,0.03125
380,Paul Millsap,36,PHI,9,1,11.8,1.4,3.3,0.433,0.2,0.9,0.25,1.2,2.4,0.5,0.467,0.6,0.8,0.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,1,8.999999999999998,0.4111111111111112,0.31111111111111117,0.06666666666666668,0.06666666666666668,0.022222222222222227,0.10000000000000002,0.022222222222222227
381,Shake Milton,25,PHI,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,2,15.700000000000001,0.5222929936305731,0.16560509554140126,0.1592356687898089,0.03184713375796178,0.01910828025477707,0.050955414012738856,0.050955414012738856
382,Davion Mitchell,23,SAC,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,2,21.7,0.5299539170506913,0.10138248847926268,0.19354838709677422,0.03225806451612903,0.013824884792626727,0.06912442396313365,0.05990783410138249
383,Donovan Mitchell,25,UTA,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,2,43.6,0.5940366972477064,0.0963302752293578,0.12155963302752293,0.034403669724770644,0.0045871559633027525,0.06880733944954129,0.08027522935779816
384,Evan Mobley,20,CLE,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,1,30.5,0.4918032786885246,0.2721311475409836,0.08196721311475409,0.02622950819672131,0.05573770491803279,0.06229508196721311,0.009836065573770491
385,Malik Monk,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,2,25.2,0.5476190476190477,0.1349206349206349,0.11507936507936507,0.03174603174603175,0.015873015873015876,0.0634920634920635,0.09126984126984126
386,Greg Monroe,31,TOT,14,0,13.9,2.3,4.1,0.561,0.0,0.0,0.0,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,0,13.799999999999999,0.39130434782608703,0.3333333333333333,0.11594202898550726,0.043478260869565216,0.050724637681159424,0.06521739130434784,0.0
386,Greg Monroe,31,MIN,4,0,20.3,3.3,5.5,0.591,0.0,0.0,0.0,3.3,5.5,0.591,0.591,0.8,1.8,0.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,0,21.6,0.3379629629629629,0.27777777777777773,0.18518518518518517,0.046296296296296294,0.06944444444444443,0.08333333333333333,0.0
386,Greg Monroe,31,WAS,2,0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,0,11.5,0.34782608695652173,0.43478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0
386,Greg Monroe,31,MIL,5,0,14.0,2.2,4.4,0.5,0.0,0.0,0.0,2.2,4.4,0.5,0.5,1.0,1.8,0.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,0,11.600000000000001,0.46551724137931033,0.3620689655172413,0.034482758620689655,0.051724137931034475,0.034482758620689655,0.051724137931034475,0.0
386,Greg Monroe,31,UTA,3,0,8.7,1.3,1.7,0.8,0.0,0.0,0.0,1.3,1.7,0.8,0.8,1.3,2.3,0.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,0,8.3,0.48192771084337344,0.36144578313253006,0.12048192771084336,0.0,0.03614457831325301,0.0,0.0
387,Moses Moody,19,GSW,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,2,7.7,0.5714285714285715,0.19480519480519481,0.05194805194805195,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.1038961038961039
388,Xavier Moon,27,LAC,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,2,11.7,0.49572649572649574,0.11965811965811966,0.20512820512820512,0.05982905982905983,0.02564102564102564,0.05128205128205128,0.042735042735042736
389,Matt Mooney,24,NYK,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
390,Ja Morant,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,2,46.300000000000004,0.5917926565874729,0.12311015118790496,0.1447084233261339,0.025917926565874726,0.008639308855291577,0.07343412526997839,0.03239740820734341
391,Juwan Morgan,24,TOT,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,1,5.5,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
391,Juwan Morgan,24,TOR,1,0,27.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,1,11.0,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
392,Jaylen Morris,26,SAS,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,2,2.3999999999999995,0.29166666666666674,0.29166666666666674,0.29166666666666674,0.0,0.0,0.12500000000000003,0.0
393,Marcus Morris,32,LAC,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,1,25.900000000000002,0.5945945945945945,0.16988416988416988,0.08108108108108107,0.019305019305019305,0.011583011583011582,0.05019305019305019,0.07335907335907335
394,Markieff Morris,32,MIA,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,1,14.1,0.5390070921985816,0.1843971631205674,0.09929078014184396,0.028368794326241138,0.007092198581560284,0.0851063829787234,0.056737588652482275
395,Monte Morris,26,DEN,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,2,23.599999999999998,0.5338983050847458,0.12711864406779663,0.18644067796610173,0.029661016949152543,0.008474576271186442,0.04237288135593221,0.07203389830508475
396,Emmanuel Mudiay,25,SAC,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,2,4.5,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0
397,Mychal Mulder,27,TOT,17,3,14.1,1.4,4.5,0.312,1.0,3.2,0.315,0.4,1.4,0.304,0.422,0.2,0.2,1.0,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,2,7.6,0.5394736842105263,0.18421052631578946,0.039473684210526314,0.026315789473684213,0.013157894736842106,0.06578947368421052,0.13157894736842105
397,Mychal Mulder,27,ORL,15,2,13.0,1.3,4.5,0.299,0.9,3.1,0.283,0.5,1.4,0.333,0.396,0.1,0.1,1.0,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,2,7.1,0.5211267605633804,0.19718309859154928,0.028169014084507046,0.04225352112676056,0.014084507042253523,0.07042253521126761,0.1267605633802817
397,Mychal Mulder,27,MIA,2,1,22.0,2.0,5.0,0.4,2.0,4.0,0.5,0.0,1.0,0.0,0.6,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5,7.0,2,12.0,0.5833333333333334,0.125,0.08333333333333333,0.0,0.041666666666666664,0.0,0.16666666666666666
399,Trey Murphy III,21,NOP,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,1,10.3,0.5242718446601942,0.23300970873786406,0.058252427184466014,0.038834951456310676,0.009708737864077669,0.029126213592233007,0.10679611650485438
400,Dejounte Murray,25,SAS,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,2,44.9,0.4699331848552339,0.1848552338530067,0.20489977728285078,0.044543429844097995,0.0066815144766146995,0.0579064587973274,0.031180400890868595
401,Mike Muscala,30,OKC,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,0,14.4,0.5555555555555556,0.20833333333333331,0.034722222222222224,0.02777777777777778,0.041666666666666664,0.020833333333333332,0.11111111111111112
402,Svi Mykhailiuk,24,TOR,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,1,8.899999999999999,0.5168539325842697,0.17977528089887646,0.08988764044943823,0.05617977528089889,0.011235955056179778,0.06741573033707866,0.07865168539325844
403,Abdel Nader,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,1,6.799999999999999,0.35294117647058826,0.27941176470588236,0.0735294117647059,0.08823529411764706,0.04411764705882353,0.11764705882352944,0.04411764705882353
404,Larry Nance Jr.,29,TOT,46,11,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,1,16.8,0.41666666666666663,0.32142857142857145,0.10714285714285714,0.05357142857142857,0.023809523809523808,0.047619047619047616,0.02976190476190476
404,Larry Nance Jr.,29,POR,37,11,23.2,2.8,5.4,0.515,0.5,1.7,0.306,2.2,3.7,0.61,0.563,0.9,1.3,0.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,1,17.1,0.40350877192982454,0.327485380116959,0.11695906432748537,0.05847953216374269,0.023391812865497075,0.040935672514619874,0.029239766081871343
